x,y,Rule,class,coverage,v1,v2,Pie
-31.28164135,16.51212876,198,,,,,","
-31.28164135,19.18999821,199,,,,,","
-31.28164135,21.86786767,200,,,,,","
-31.28164135,24.54573712,201,,,,,","
-31.28164135,27.22360658,202,,,,,","
-31.28164135,29.90147604,203,,,,,","
-31.28164135,32.57934549,204,,,,,","
-31.28164135,35.25721495,205,,,,,","
-31.28164135,37.9350844,206,,,,,","
-31.28164135,40.61295386,207,,,,,","
-31.28164135,43.29082331,208,,,,,","
-31.28164135,45.96869277,209,,,,,","
-31.28164135,48.64656223,210,,,,,","
-28.60377189,-26.33378254,211,,,,,","
-28.60377189,-23.65591308,212,,,,,","
-28.60377189,-20.97804363,213,,,,,","
-28.60377189,-15.62230471,214,,,,,","
-28.60377189,-12.94443526,215,,,,,","
-28.60377189,-10.2665658,216,,,,,","
-28.60377189,-7.588696346,217,,,,,","
-28.60377189,-4.91082689,218,,,,,","
-28.60377189,-2.232957435,219,,,,,","
-28.60377189,0.444912021,220,,,,,","
-28.60377189,13.8342593,221,,,,,","
-28.60377189,16.51212876,222,,,,,","
-28.60377189,19.18999821,223,,,,,","
-28.60377189,21.86786767,224,,,,,","
-28.60377189,24.54573712,225,,,,,","
-28.60377189,27.22360658,226,,,,,","
-28.60377189,29.90147604,227,,,,,","
-28.60377189,32.57934549,228,,,,,","
-28.60377189,35.25721495,229,,,,,","
-28.60377189,37.9350844,230,,,,,","
-28.60377189,40.61295386,231,,,,,","
-28.60377189,43.29082331,232,,,,,","
-28.60377189,45.96869277,233,,,,,","
-28.60377189,48.64656223,234,,,,,","
-25.92590244,-26.33378254,235,,,,,","
-25.92590244,-23.65591308,236,,,,,","
-25.92590244,-12.94443526,237,,,,,","
-25.92590244,-10.2665658,238,,,,,","
-25.92590244,-7.588696346,239,,,,,","
-25.92590244,-4.91082689,240,,,,,","
-25.92590244,-2.232957435,241,,,,,","
-25.92590244,16.51212876,242,,,,,","
-25.92590244,19.18999821,243,,,,,","
-25.92590244,21.86786767,244,,,,,","
-25.92590244,24.54573712,245,,,,,","
-25.92590244,27.22360658,246,,,,,","
-25.92590244,29.90147604,247,,,,,","
-25.92590244,32.57934549,248,,,,,","
-25.92590244,35.25721495,249,,,,,","
-25.92590244,37.9350844,250,,,,,","
-25.92590244,40.61295386,251,,,,,","
-25.92590244,43.29082331,252,,,,,","
-25.92590244,45.96869277,253,,,,,","
-25.92590244,48.64656223,254,,,,,","
-23.24803298,-12.94443526,255,,,,,","
-23.24803298,-10.2665658,256,,,,,","
-23.24803298,-7.588696346,257,,,,,","
-23.24803298,16.51212876,258,,,,,","
-23.24803298,19.18999821,259,,,,,","
-23.24803298,21.86786767,260,,,,,","
-23.24803298,24.54573712,261,,,,,","
-23.24803298,27.22360658,262,,,,,","
-23.24803298,29.90147604,263,,,,,","
-23.24803298,32.57934549,264,,,,,","
-23.24803298,35.25721495,265,,,,,","
-23.24803298,37.9350844,266,,,,,","
-23.24803298,40.61295386,267,,,,,","
-23.24803298,43.29082331,268,,,,,","
-23.24803298,45.96869277,269,,,,,","
-23.24803298,48.64656223,270,,,,,","
-20.57016352,-10.2665658,271,,,,,","
-20.57016352,-7.588696346,272,,,,,","
-20.57016352,0.444912021,273,,,,,","
-20.57016352,3.122781477,274,,,,,","
-20.57016352,5.800650933,275,,,,,","
-20.57016352,8.478520389,276,,,,,","
-20.57016352,11.15638984,277,,,,,","
-20.57016352,13.8342593,278,,,,,","
-20.57016352,16.51212876,279,,,,,","
-20.57016352,19.18999821,280,,,,,","
-20.57016352,21.86786767,281,,,,,","
-20.57016352,24.54573712,282,,,,,","
-20.57016352,27.22360658,283,,,,,","
-20.57016352,29.90147604,284,,,,,","
-20.57016352,32.57934549,285,,,,,","
-20.57016352,35.25721495,286,,,,,","
-20.57016352,37.9350844,287,,,,,","
-20.57016352,40.61295386,288,,,,,","
-20.57016352,43.29082331,289,,,,,","
-20.57016352,45.96869277,290,,,,,","
-20.57016352,48.64656223,291,,,,,","
-17.89229407,-26.33378254,292,,,,,","
-17.89229407,-23.65591308,293,,,,,","
-17.89229407,-20.97804363,294,,,,,","
-17.89229407,-18.30017417,295,,,,,","
-17.89229407,-7.588696346,296,,,,,","
-17.89229407,0.444912021,297,,,,,","
-17.89229407,11.15638984,298,,,,,","
-17.89229407,13.8342593,299,,,,,","
-17.89229407,16.51212876,300,,,,,","
-17.89229407,19.18999821,301,,,,,","
-17.89229407,21.86786767,302,,,,,","
-17.89229407,24.54573712,303,,,,,","
-17.89229407,27.22360658,304,,,,,","
-17.89229407,29.90147604,305,,,,,","
-17.89229407,32.57934549,306,,,,,","
-17.89229407,35.25721495,307,,,,,","
-17.89229407,37.9350844,308,,,,,","
-17.89229407,40.61295386,309,,,,,","
-17.89229407,43.29082331,310,,,,,","
-17.89229407,45.96869277,311,,,,,","
-17.89229407,48.64656223,312,,,,,","
-15.21442461,-26.33378254,313,,,,,","
-15.21442461,-23.65591308,314,,,,,","
-15.21442461,-20.97804363,315,,,,,","
-15.21442461,0.444912021,316,,,,,","
-15.21442461,11.15638984,317,,,,,","
-15.21442461,16.51212876,318,,,,,","
-15.21442461,19.18999821,319,,,,,","
-15.21442461,21.86786767,320,,,,,","
-15.21442461,24.54573712,321,,,,,","
-15.21442461,27.22360658,322,,,,,","
-15.21442461,29.90147604,323,,,,,","
-15.21442461,32.57934549,324,,,,,","
-15.21442461,35.25721495,325,,,,,","
-15.21442461,37.9350844,326,,,,,","
-15.21442461,40.61295386,327,,,,,","
-15.21442461,43.29082331,328,,,,,","
-15.21442461,45.96869277,329,,,,,","
-15.21442461,48.64656223,330,,,,,","
-12.53655516,-26.33378254,331,,,,,","
-12.53655516,-23.65591308,332,,,,,","
-12.53655516,-20.97804363,333,,,,,","
-12.53655516,-12.94443526,334,,,,,","
-12.53655516,-10.2665658,335,,,,,","
-12.53655516,0.444912021,336,,,,,","
-12.53655516,3.122781477,337,,,,,","
-12.53655516,16.51212876,338,,,,,","
-12.53655516,19.18999821,339,,,,,","
-12.53655516,21.86786767,340,,,,,","
-12.53655516,24.54573712,341,,,,,","
-12.53655516,27.22360658,342,,,,,","
-12.53655516,29.90147604,343,,,,,","
-12.53655516,32.57934549,344,,,,,","
-12.53655516,35.25721495,345,,,,,","
-12.53655516,37.9350844,346,,,,,","
-12.53655516,40.61295386,347,,,,,","
-12.53655516,43.29082331,348,,,,,","
-12.53655516,45.96869277,349,,,,,","
-12.53655516,48.64656223,350,,,,,","
-9.858685701,-26.33378254,351,,,,,","
-9.858685701,-23.65591308,352,,,,,","
-9.858685701,-20.97804363,353,,,,,","
-9.858685701,-4.91082689,354,,,,,","
-9.858685701,3.122781477,355,,,,,","
-9.858685701,19.18999821,356,,,,,","
-9.858685701,21.86786767,357,,,,,","
-9.858685701,24.54573712,358,,,,,","
-9.858685701,27.22360658,359,,,,,","
-9.858685701,29.90147604,360,,,,,","
-9.858685701,32.57934549,361,,,,,","
-9.858685701,35.25721495,362,,,,,","
-9.858685701,37.9350844,363,,,,,","
-9.858685701,40.61295386,364,,,,,","
-9.858685701,43.29082331,365,,,,,","
-9.858685701,45.96869277,366,,,,,","
-9.858685701,48.64656223,367,,,,,","
-7.180816245,-26.33378254,368,,,,,","
-7.180816245,-23.65591308,369,,,,,","
-7.180816245,-20.97804363,370,,,,,","
-7.180816245,-18.30017417,371,,,,,","
-7.180816245,-15.62230471,372,,,,,","
-7.180816245,3.122781477,373,,,,,","
-7.180816245,21.86786767,374,,,,,","
-7.180816245,24.54573712,375,,,,,","
-7.180816245,27.22360658,376,,,,,","
-7.180816245,29.90147604,377,,,,,","
-7.180816245,32.57934549,378,,,,,","
-7.180816245,35.25721495,379,,,,,","
-7.180816245,37.9350844,380,,,,,","
-7.180816245,40.61295386,381,,,,,","
-7.180816245,43.29082331,382,,,,,","
-7.180816245,45.96869277,383,,,,,","
-7.180816245,48.64656223,384,,,,,","
-4.502946789,-26.33378254,385,,,,,","
-4.502946789,-18.30017417,386,,,,,","
-4.502946789,-15.62230471,387,,,,,","
-4.502946789,-12.94443526,388,,,,,","
-4.502946789,-10.2665658,389,,,,,","
-4.502946789,11.15638984,390,,,,,","
-4.502946789,13.8342593,391,,,,,","
-4.502946789,21.86786767,392,,,,,","
-4.502946789,24.54573712,393,,,,,","
-4.502946789,27.22360658,394,,,,,","
-4.502946789,29.90147604,395,,,,,","
-4.502946789,32.57934549,396,,,,,","
-4.502946789,35.25721495,397,,,,,","
-4.502946789,37.9350844,398,,,,,","
-4.502946789,40.61295386,399,,,,,","
-4.502946789,43.29082331,400,,,,,","
-4.502946789,45.96869277,401,,,,,","
-4.502946789,48.64656223,402,,,,,","
-1.825077333,-26.33378254,403,,,,,","
-1.825077333,-15.62230471,404,,,,,","
-1.825077333,-12.94443526,405,,,,,","
-1.825077333,11.15638984,406,,,,,","
-1.825077333,13.8342593,407,,,,,","
-1.825077333,16.51212876,408,,,,,","
-1.825077333,19.18999821,409,,,,,","
-1.825077333,21.86786767,410,,,,,","
-1.825077333,24.54573712,411,,,,,","
-1.825077333,27.22360658,412,,,,,","
-1.825077333,29.90147604,413,,,,,","
-1.825077333,32.57934549,414,,,,,","
-1.825077333,35.25721495,415,,,,,","
-1.825077333,37.9350844,416,,,,,","
-1.825077333,40.61295386,417,,,,,","
-1.825077333,43.29082331,418,,,,,","
-1.825077333,45.96869277,419,,,,,","
-1.825077333,48.64656223,420,,,,,","
0.852792122,-26.33378254,421,,,,,","
0.852792122,-23.65591308,422,,,,,","
0.852792122,-20.97804363,423,,,,,","
0.852792122,-18.30017417,424,,,,,","
0.852792122,13.8342593,425,,,,,","
0.852792122,16.51212876,426,,,,,","
0.852792122,19.18999821,427,,,,,","
0.852792122,21.86786767,428,,,,,","
0.852792122,24.54573712,429,,,,,","
0.852792122,27.22360658,430,,,,,","
0.852792122,29.90147604,431,,,,,","
0.852792122,32.57934549,432,,,,,","
0.852792122,35.25721495,433,,,,,","
0.852792122,37.9350844,434,,,,,","
0.852792122,40.61295386,435,,,,,","
0.852792122,43.29082331,436,,,,,","
0.852792122,45.96869277,437,,,,,","
0.852792122,48.64656223,438,,,,,","
3.530661578,-26.33378254,439,,,,,","
3.530661578,-23.65591308,440,,,,,","
3.530661578,-20.97804363,441,,,,,","
3.530661578,-18.30017417,442,,,,,","
3.530661578,21.86786767,443,,,,,","
3.530661578,24.54573712,444,,,,,","
3.530661578,27.22360658,445,,,,,","
3.530661578,29.90147604,446,,,,,","
3.530661578,32.57934549,447,,,,,","
3.530661578,35.25721495,448,,,,,","
3.530661578,37.9350844,449,,,,,","
3.530661578,40.61295386,450,,,,,","
3.530661578,43.29082331,451,,,,,","
3.530661578,45.96869277,452,,,,,","
3.530661578,48.64656223,453,,,,,","
6.208531034,-26.33378254,454,,,,,","
6.208531034,-23.65591308,455,,,,,","
6.208531034,-20.97804363,456,,,,,","
6.208531034,-18.30017417,457,,,,,","
6.208531034,-12.94443526,458,,,,,","
6.208531034,5.800650933,459,,,,,","
6.208531034,24.54573712,460,,,,,","
6.208531034,27.22360658,461,,,,,","
6.208531034,29.90147604,462,,,,,","
6.208531034,32.57934549,463,,,,,","
6.208531034,35.25721495,464,,,,,","
6.208531034,37.9350844,465,,,,,","
6.208531034,40.61295386,466,,,,,","
6.208531034,43.29082331,467,,,,,","
6.208531034,45.96869277,468,,,,,","
6.208531034,48.64656223,469,,,,,","
8.88640049,-26.33378254,470,,,,,","
8.88640049,-23.65591308,471,,,,,","
8.88640049,-20.97804363,472,,,,,","
8.88640049,-18.30017417,473,,,,,","
8.88640049,-15.62230471,474,,,,,","
8.88640049,-12.94443526,475,,,,,","
8.88640049,-10.2665658,476,,,,,","
8.88640049,-7.588696346,477,,,,,","
8.88640049,-4.91082689,478,,,,,","
8.88640049,-2.232957435,479,,,,,","
8.88640049,0.444912021,480,,,,,","
8.88640049,13.8342593,481,,,,,","
8.88640049,16.51212876,482,,,,,","
8.88640049,21.86786767,483,,,,,","
8.88640049,24.54573712,484,,,,,","
8.88640049,27.22360658,485,,,,,","
8.88640049,29.90147604,486,,,,,","
8.88640049,32.57934549,487,,,,,","
8.88640049,35.25721495,488,,,,,","
8.88640049,37.9350844,489,,,,,","
8.88640049,40.61295386,490,,,,,","
8.88640049,43.29082331,491,,,,,","
8.88640049,45.96869277,492,,,,,","
8.88640049,48.64656223,493,,,,,","
11.56426995,-23.65591308,494,,,,,","
11.56426995,-20.97804363,495,,,,,","
11.56426995,-18.30017417,496,,,,,","
11.56426995,-15.62230471,497,,,,,","
11.56426995,-12.94443526,498,,,,,","
11.56426995,-10.2665658,499,,,,,","
11.56426995,-7.588696346,500,,,,,","
11.56426995,-4.91082689,501,,,,,","
11.56426995,8.478520389,502,,,,,","
11.56426995,11.15638984,503,,,,,","
11.56426995,13.8342593,504,,,,,","
11.56426995,16.51212876,505,,,,,","
11.56426995,19.18999821,506,,,,,","
11.56426995,21.86786767,507,,,,,","
11.56426995,24.54573712,508,,,,,","
11.56426995,27.22360658,509,,,,,","
11.56426995,29.90147604,510,,,,,","
11.56426995,32.57934549,511,,,,,","
11.56426995,35.25721495,512,,,,,","
11.56426995,37.9350844,513,,,,,","
11.56426995,40.61295386,514,,,,,","
11.56426995,43.29082331,515,,,,,","
11.56426995,45.96869277,516,,,,,","
11.56426995,48.64656223,517,,,,,","
14.2421394,-20.97804363,518,,,,,","
14.2421394,-18.30017417,519,,,,,","
14.2421394,-15.62230471,520,,,,,","
14.2421394,-12.94443526,521,,,,,","
14.2421394,-10.2665658,522,,,,,","
14.2421394,0.444912021,523,,,,,","
14.2421394,3.122781477,524,,,,,","
14.2421394,5.800650933,525,,,,,","
14.2421394,8.478520389,526,,,,,","
14.2421394,11.15638984,527,,,,,","
14.2421394,13.8342593,528,,,,,","
14.2421394,16.51212876,529,,,,,","
14.2421394,19.18999821,530,,,,,","
14.2421394,21.86786767,531,,,,,","
14.2421394,24.54573712,532,,,,,","
14.2421394,27.22360658,533,,,,,","
14.2421394,29.90147604,534,,,,,","
14.2421394,32.57934549,535,,,,,","
14.2421394,35.25721495,536,,,,,","
14.2421394,37.9350844,537,,,,,","
14.2421394,40.61295386,538,,,,,","
14.2421394,43.29082331,539,,,,,","
14.2421394,45.96869277,540,,,,,","
14.2421394,48.64656223,541,,,,,","
16.92000886,-20.97804363,542,,,,,","
16.92000886,-18.30017417,543,,,,,","
16.92000886,-15.62230471,544,,,,,","
16.92000886,-12.94443526,545,,,,,","
16.92000886,-10.2665658,546,,,,,","
16.92000886,3.122781477,547,,,,,","
16.92000886,5.800650933,548,,,,,","
16.92000886,8.478520389,549,,,,,","
16.92000886,11.15638984,550,,,,,","
16.92000886,13.8342593,551,,,,,","
16.92000886,16.51212876,552,,,,,","
16.92000886,19.18999821,553,,,,,","
16.92000886,21.86786767,554,,,,,","
16.92000886,24.54573712,555,,,,,","
16.92000886,27.22360658,556,,,,,","
16.92000886,29.90147604,557,,,,,","
16.92000886,32.57934549,558,,,,,","
16.92000886,35.25721495,559,,,,,","
16.92000886,37.9350844,560,,,,,","
16.92000886,40.61295386,561,,,,,","
